Area,Year,Item,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
Japan,2000,Barley,40056.005,1668.0,79821.18,15.92
Japan,2001,Barley,34093.003,1668.0,78735.45,15.86
Japan,2002,Barley,33680.003,1668.0,70262.54,16.09
Japan,2004,Barley,33177.001000000004,1668.0,64688.88,16.56
Japan,2005,Barley,33443.003,1668.0,63829.77,15.75
Japan,2006,Barley,32367.0,1668.0,65248.26,15.87
Japan,2007,Barley,35891.004,1668.0,61164.07,16.53
Japan,2008,Barley,38341.002,1668.0,58750.0,15.96
Japan,2009,Barley,30897.0,1668.0,60970.8,15.93
Japan,2010,Barley,27411.002999999997,1668.0,55576.0,16.12
Japan,2011,Barley,28536.003,1668.0,51796.3,15.71
Japan,2012,Barley,28543.002999999997,1668.0,54716.4,15.53
Japan,2013,Barley,30774.0,1668.0,52794.3,16.54
Kazakhstan,1992,Barley,15124.002,250.0,17182.0,6.2
Kazakhstan,1993,Barley,10383.001999999999,250.0,17182.0,5.51
Kazakhstan,1994,Barley,9730.0005,250.0,17182.0,6.04
Kazakhstan,1995,Barley,5613.0004,250.0,13535.0,6.53
Kazakhstan,1996,Barley,8217.000399999999,250.0,13047.0,5.98
Kazakhstan,1997,Barley,9352.0004,250.0,8112.0,7.53
Kazakhstan,1998,Barley,6187.0,250.0,6416.14,6.94
Kazakhstan,1999,Barley,13317.000000000002,250.0,4720.28,7.09
Kazakhstan,2000,Barley,10237.000999999998,250.0,3024.42,7.26
Kazakhstan,2001,Barley,13110.001,250.0,3007.26,7.23
Kazakhstan,2002,Barley,12718.001999999999,250.0,3361.84,7.4
Kazakhstan,2004,Barley,8451.0005,250.0,3802.92,7.52
Kazakhstan,2005,Barley,10530.001,250.0,3666.62,7.07
Kazakhstan,2006,Barley,11685.001,250.0,3926.27,7.65
Kazakhstan,2007,Barley,13283.001,250.0,5575.89,7.78
Kazakhstan,2008,Barley,10467.0,250.0,7044.9,7.25
Kazakhstan,2009,Barley,14735.0,250.0,8716.14,6.77
Kazakhstan,2010,Barley,9850.001,250.0,6283.85,6.96
Kazakhstan,2011,Barley,17112.0,250.0,10656.6,6.54
Kazakhstan,2012,Barley,9123.0005,250.0,8674.58,6.07
Kazakhstan,2013,Barley,13824.0,250.0,8738.38,8.71
Kenya,1990,Barley,18155.001,630.0,3469.0,15.94
Kenya,1991,Barley,18900.001,630.0,3469.0,16.26
Kenya,1992,Barley,19565.0,630.0,3469.0,16.34
Kenya,1993,Barley,19605.001,630.0,3469.0,16.36
Kenya,1994,Barley,24249.0,630.0,3469.0,16.58
Kenya,1995,Barley,21843.002,630.0,4607.0,16.52
Kenya,1996,Barley,17052.001,630.0,6344.0,16.44
Kenya,1997,Barley,15966.0,630.0,5172.0,16.77
Kenya,1998,Barley,18457.0,630.0,4114.0,16.53
Kenya,1999,Barley,22239.0,630.0,3056.0,16.7
Kenya,2000,Barley,22211.0,630.0,1998.0,16.73
Kenya,2001,Barley,38856.003000000004,630.0,1578.0,16.1
Kenya,2002,Barley,31286.003999999997,630.0,1578.0,16.61
Kenya,2004,Barley,27320.000000000004,630.0,1578.0,16.92
Kenya,2005,Barley,32234.0,630.0,1578.0,17.28
Kenya,2006,Barley,33785.002,630.0,1578.0,16.92
Kenya,2007,Barley,30000.002,630.0,1578.0,16.6
Kenya,2008,Barley,30386.002,630.0,1578.0,16.66
Kenya,2009,Barley,30778.002999999997,630.0,1578.0,17.3
Kenya,2010,Barley,25562.0,630.0,1578.0,16.82
Kenya,2011,Barley,34641.004,630.0,1578.0,16.9
Kenya,2012,Barley,43949.003,630.0,1578.0,16.84
Kenya,2013,Barley,33481.002,630.0,1578.0,16.91
Latvia,1992,Barley,12372.0,641.0,1005.0,6.89
Latvia,1993,Barley,16546.0,641.0,476.0,5.58
Latvia,1994,Barley,18053.001,641.0,294.0,5.87
Latvia,1995,Barley,13970.001,641.0,358.0,6.54
Latvia,1996,Barley,20823.999999999996,641.0,361.0,4.9
Latvia,1997,Barley,18499.001,641.0,334.0,6.17
Latvia,1998,Barley,18552.0,641.0,369.0,5.95
Latvia,1999,Barley,15791.0,641.0,326.86,7.07
Latvia,2000,Barley,19355.001,641.0,284.72,7.47
Latvia,2001,Barley,17736.001,641.0,367.4,6.5
Latvia,2002,Barley,19167.0,641.0,335.31,6.83
Latvia,2004,Barley,22270.0,641.0,594.46,6.28
Latvia,2005,Barley,24600.0,641.0,723.54,6.3
Latvia,2006,Barley,19909.002,641.0,743.57,6.95
Latvia,2007,Barley,24123.0,641.0,1113.49,7.25
Latvia,2008,Barley,23407.001,641.0,1033.0,7.67
Latvia,2009,Barley,25373.0,641.0,881.2,6.51
Latvia,2010,Barley,22749.0,641.0,1027.5,5.67
Latvia,2011,Barley,24682.0,641.0,1070.5,7.25
Latvia,2012,Barley,28806.002,641.0,1396.96,5.96
Latvia,2013,Barley,27559.001,641.0,1250.0,7.25
Lebanon,1990,Barley,17745.001,661.0,1221.0,19.4
Lebanon,1991,Barley,16914.0,661.0,1221.0,19.31
Lebanon,1992,Barley,18181.001,661.0,1221.0,18.18
Lebanon,1993,Barley,20000.0,661.0,1221.0,19.14
Lebanon,1994,Barley,18221.0,661.0,1221.0,19.93
Lebanon,1995,Barley,29514.0,661.0,1221.0,19.35
Lebanon,1996,Barley,25258.002,661.0,1221.0,19.65
Lebanon,1997,Barley,15895.001,661.0,1816.0,18.99
Lebanon,1998,Barley,13043.001,661.0,1816.0,20.19
Lebanon,1999,Barley,11032.0,661.0,1816.0,20.25
Lebanon,2000,Barley,10805.0,661.0,1816.0,19.65
Lebanon,2001,Barley,11571.001,661.0,1816.0,20.29
Lebanon,2002,Barley,14870.001,661.0,1816.0,19.91
Lebanon,2004,Barley,18904.002,661.0,1816.0,19.72
Lebanon,2005,Barley,20000.0,661.0,1816.0,19.68
Lebanon,2006,Barley,20000.0,661.0,1816.0,19.59
Lebanon,2007,Barley,21016.002,661.0,1816.0,20.04
Lebanon,2008,Barley,20000.0,661.0,1816.0,20.24
Lebanon,2009,Barley,20625.0,661.0,1816.0,20.19
Lebanon,2010,Barley,20693.001999999997,661.0,1816.0,21.26
Lebanon,2011,Barley,21348.002,661.0,1816.0,19.67
Lebanon,2012,Barley,21842.0,661.0,1816.0,20.19
Lebanon,2013,Barley,22348.0,661.0,1816.0,20.08
Lesotho,1990,Barley,3846.0,788.0,0.3,14.48
Lesotho,1991,Barley,3539.0002,788.0,0.3,14.66
Lesotho,1992,Barley,3332.0004,788.0,0.3,15.16
Lesotho,1993,Barley,3254.0,788.0,0.3,14.95
Lesotho,1994,Barley,3183.0000000000005,788.0,0.3,14.22
Lesotho,1995,Barley,3115.0,788.0,0.3,14.55
Lesotho,1996,Barley,3050.0,788.0,0.3,13.93
Lesotho,1997,Barley,2983.0,788.0,0.3,14.28
Lesotho,1998,Barley,2727.0,788.0,0.3,14.81
Lesotho,1999,Barley,2601.0,788.0,0.3,15.34
Lesotho,2000,Barley,2773.0,788.0,0.3,14.37
Lesotho,2001,Barley,2745.0,788.0,0.3,14.62
Lesotho,2002,Barley,2721.0003,788.0,0.3,14.69
Lesotho,2004,Barley,2688.0,788.0,0.3,14.91
Lesotho,2005,Barley,2679.0002,788.0,0.53,14.89
Lesotho,2006,Barley,2538.0000000000005,788.0,5.25,14.18
Lesotho,2007,Barley,2511.0,788.0,35.27,14.81
Lesotho,2008,Barley,2505.0002,788.0,37.44,14.74
Lesotho,2009,Barley,2529.0,788.0,77.7,14.62
Lesotho,2010,Barley,3204.0,788.0,80.07,15.23
Lesotho,2011,Barley,3207.0002,788.0,175.27,14.32
Lesotho,2012,Barley,3320.0002,788.0,271.84,14.62
Lesotho,2013,Barley,3994.0003,788.0,62.32,14.03
Libya,1990,Barley,4768.0001999999995,56.0,87.0,19.6
Libya,1991,Barley,4808.0,56.0,87.0,18.96
Libya,1992,Barley,4865.0001999999995,56.0,87.0,19.03
Libya,1993,Barley,4762.0004,56.0,87.0,19.51
Libya,1994,Barley,4706.0004,56.0,87.0,19.86
Libya,1995,Barley,4600.0,56.0,87.0,19.47
Libya,1996,Barley,4780.0002,56.0,87.0,19.24
Libya,1997,Barley,4953.0002,56.0,255.0,19.3
Libya,1998,Barley,4815.000300000001,56.0,1262.38,19.75
Libya,1999,Barley,4839.0,56.0,2269.75,20.27
Libya,2000,Barley,4722.0004,56.0,3277.13,19.59
Libya,2001,Barley,4709.000300000001,56.0,4284.5,20.09
Libya,2002,Barley,4784.0001999999995,56.0,5291.88,19.96
Libya,2004,Barley,4620.0,56.0,7306.63,19.76
Libya,2005,Barley,4900.0,56.0,8314.0,19.48
Libya,2006,Barley,4900.0,56.0,4847.0,19.48
Libya,2007,Barley,4900.0,56.0,3170.0,19.87
Libya,2008,Barley,4900.0,56.0,3824.0,20.17
Libya,2009,Barley,5050.0,56.0,6046.0,19.93
Libya,2010,Barley,5469.0003,56.0,3548.0,20.51
Libya,2011,Barley,5096.0004,56.0,3548.0,19.44
Libya,2012,Barley,5116.000000000001,56.0,3548.0,20.01
Libya,2013,Barley,4850.0,56.0,3548.0,19.93
Lithuania,1992,Barley,15622.001,656.0,1380.0,7.04
Lithuania,1993,Barley,20560.0,656.0,936.0,5.79
Lithuania,1994,Barley,17592.0,656.0,713.0,6.3
Lithuania,1995,Barley,16373.001,656.0,737.0,6.68
Lithuania,1996,Barley,24833.002,656.0,979.0,5.09
Lithuania,1997,Barley,23727.999999999996,656.0,928.0,6.29
Lithuania,1998,Barley,23856.003,656.0,812.0,6.27
Lithuania,1999,Barley,17607.0,656.0,695.0,7.31
Lithuania,2000,Barley,24337.0,656.0,688.06,7.69
Lithuania,2001,Barley,23136.003,656.0,726.09,6.75
Lithuania,2002,Barley,23866.003,656.0,792.6,7.26
Lithuania,2004,Barley,29394.999999999996,656.0,1023.6,6.43
Lithuania,2005,Barley,27141.001,656.0,1048.5,6.5
Lithuania,2006,Barley,19400.0,656.0,1197.0,6.98
Lithuania,2007,Barley,26578.002,656.0,2722.82,7.44
Lithuania,2008,Barley,29185.002,656.0,2722.55,7.84
Lithuania,2009,Barley,30937.001999999997,656.0,2748.8,6.7
Lithuania,2010,Barley,23727.0,656.0,1803.77,6.14
Lithuania,2011,Barley,30067.0,656.0,2062.34,7.32
Lithuania,2012,Barley,34142.0,656.0,2559.9,6.31
Lithuania,2013,Barley,32761.999999999996,656.0,2515.69,7.42
Mauritania,1990,Barley,10250.001,92.0,39.09,27.67
Mauritania,1991,Barley,10146.0,92.0,39.09,27.38
Mauritania,1992,Barley,10526.0,92.0,39.09,27.52
Mauritania,1993,Barley,8824.001,92.0,39.09,27.37
Mauritania,1994,Barley,10126.001,92.0,39.09,27.24
Mauritania,1995,Barley,10262.0,92.0,39.09,27.7
Mauritania,1996,Barley,10766.001,92.0,39.09,27.93
Mauritania,1997,Barley,8824.001,92.0,39.09,28.28
Mauritania,1998,Barley,14525.001,92.0,39.09,28.52
Mauritania,1999,Barley,20000.0,92.0,39.09,27.23
Mauritania,2000,Barley,20000.0,92.0,39.09,27.66
Mauritania,2001,Barley,20000.0,92.0,39.09,28.28
Mauritania,2002,Barley,20000.0,92.0,3.2,27.84
Mauritania,2010,Barley,24947.0,92.0,67.59,28.7
Mauritania,2011,Barley,25712.001,92.0,13.35,27.87
Mauritania,2012,Barley,26466.002,92.0,26.41,27.77
Mauritania,2013,Barley,27197.0,92.0,26.41,28.24
Mexico,1990,Barley,18716.0,758.0,34468.93,16.0
Mexico,1991,Barley,20423.002,758.0,34468.93,16.42
Mexico,1992,Barley,18966.0,758.0,34468.93,15.71
Mexico,1993,Barley,23083.999999999996,758.0,34468.93,16.23
Mexico,1994,Barley,26531.003,758.0,34468.93,16.42
Mexico,1995,Barley,19749.001,758.0,34468.93,16.68
Mexico,1996,Barley,20676.003,758.0,34468.93,16.08
Mexico,1997,Barley,19328.002,758.0,34468.93,16.25
Mexico,1998,Barley,15353.001,758.0,34468.93,17.07
Mexico,1999,Barley,20007.0,758.0,34468.93,16.09
Mexico,2000,Barley,24541.000999999997,758.0,34468.93,16.11
Mexico,2001,Barley,24530.0,758.0,31373.3,15.98
Mexico,2002,Barley,26091.000000000004,758.0,16189.88,16.37
Mexico,2004,Barley,28591.003,758.0,26433.14,16.2
Mexico,2005,Barley,24851.003,758.0,51741.99,16.7
Mexico,2006,Barley,27559.001,758.0,50891.95,16.37
Mexico,2007,Barley,22807.0,758.0,64501.28,16.38
Mexico,2008,Barley,25137.0,758.0,61732.11,16.22
Mexico,2009,Barley,21704.0,758.0,61690.08,16.65
Mexico,2010,Barley,25118.999999999996,758.0,63402.29,15.87
Mexico,2011,Barley,22325.0,758.0,65961.1,16.64
Mexico,2012,Barley,31431.003,758.0,64512.22,16.43
Mexico,2013,Barley,20021.0,758.0,59920.18,17.34
Montenegro,2006,Barley,22860.0,241.0,0.55,10.56
Montenegro,2007,Barley,12039.001,241.0,0.55,11.59
Montenegro,2008,Barley,29038.002,241.0,0.55,11.62
Montenegro,2009,Barley,27944.0,241.0,0.55,11.46
Montenegro,2010,Barley,27938.0,241.0,66.0,11.25
Montenegro,2011,Barley,25995.002,241.0,75.0,11.25
Montenegro,2012,Barley,23019.0,241.0,71.0,11.53
Montenegro,2013,Barley,29192.999999999996,241.0,82.0,12.87
Morocco,1990,Barley,8852.001,346.0,9364.0,18.17
Morocco,1991,Barley,13800.001,346.0,9771.14,17.25
Morocco,1992,Barley,4840.000300000001,346.0,10178.29,17.38
Morocco,1993,Barley,4774.0,346.0,10585.43,16.94
Morocco,1994,Barley,14404.999999999998,346.0,10992.57,17.88
Morocco,1995,Barley,3850.0002,346.0,11399.71,18.56
Morocco,1996,Barley,15766.001,346.0,11806.86,17.75
Morocco,1997,Barley,6634.0005,346.0,12214.0,18.31
Morocco,1998,Barley,8120.0004,346.0,12621.14,18.21
Morocco,1999,Barley,7121.0,346.0,13028.29,17.68
Morocco,2000,Barley,2074.0000999999997,346.0,13435.43,18.16
Morocco,2001,Barley,5434.0005,346.0,13842.57,18.73
Morocco,2002,Barley,8335.0,346.0,14249.71,18.25
Morocco,2004,Barley,11877.0,346.0,15064.0,18.07
Morocco,2005,Barley,5056.0004,346.0,13966.0,18.18
Morocco,2006,Barley,11583.002,346.0,13697.0,18.38
Morocco,2007,Barley,3825.0002,346.0,13697.0,17.93
Morocco,2008,Barley,6204.001,346.0,13697.0,17.8
Morocco,2009,Barley,17269.001,346.0,13697.0,18.56
Morocco,2010,Barley,13370.0,346.0,13697.0,18.83
Morocco,2011,Barley,11439.999999999998,346.0,13697.0,18.53
Morocco,2012,Barley,6346.000000000001,346.0,13697.0,18.24
Morocco,2013,Barley,13841.001,346.0,13697.0,18.79
Nepal,1990,Barley,9272.001,1500.0,60.11,15.11
Nepal,1991,Barley,9402.0003,1500.0,60.11,14.94
Nepal,1992,Barley,9319.001,1500.0,60.11,14.95
Nepal,1993,Barley,9303.0006,1500.0,60.11,15.16
Nepal,1994,Barley,9667.001,1500.0,60.11,15.3
Nepal,1995,Barley,9677.0006,1500.0,60.11,15.3
Nepal,1996,Barley,10492.0,1500.0,70.43,15.37
Nepal,1997,Barley,11046.001,1500.0,80.75,14.5
Nepal,1998,Barley,10027.001,1500.0,91.07,15.49
Nepal,1999,Barley,10017.0,1500.0,101.39,15.78
Nepal,2000,Barley,10930.0,1500.0,111.72,15.13
Nepal,2001,Barley,10814.0,1500.0,122.04,15.41
Nepal,2002,Barley,11107.0,1500.0,132.36,15.44
Nepal,2004,Barley,11166.0,1500.0,153.0,15.36
Nepal,2005,Barley,11102.0,1500.0,127.99,15.53
Nepal,2006,Barley,10594.001,1500.0,128.73,15.92
Nepal,2007,Barley,10644.001,1500.0,344.06,15.54
Nepal,2008,Barley,10757.000000000002,1500.0,353.43,15.27
Nepal,2009,Barley,8996.0,1500.0,209.52,15.91
Nepal,2010,Barley,10371.001,1500.0,332.01,15.96
Nepal,2011,Barley,10625.0,1500.0,342.92,15.12
Nepal,2012,Barley,12454.000999999998,1500.0,410.32,15.2
Nepal,2013,Barley,11414.001,1500.0,454.53,15.79
Netherlands,1990,Barley,54224.0,778.0,9729.0,10.63
Netherlands,1991,Barley,56816.006,778.0,9338.0,9.32
Netherlands,1992,Barley,59887.004,778.0,9030.0,10.39
Netherlands,1993,Barley,62624.00000000001,778.0,10505.0,9.47
Netherlands,1994,Barley,52082.005000000005,778.0,8646.0,10.45
Netherlands,1995,Barley,56882.005,778.0,12601.0,10.25
Netherlands,1996,Barley,66141.005,778.0,8923.0,8.32
Netherlands,1997,Barley,63879.004,778.0,10568.0,10.03
Netherlands,1998,Barley,54823.003000000004,778.0,11762.0,10.18
Netherlands,1999,Barley,62969.003,778.0,11152.0,10.74
Netherlands,2000,Barley,61104.0,778.0,11382.84,10.75
Netherlands,2001,Barley,57991.004,778.0,9424.73,10.24
Netherlands,2002,Barley,55374.00200000001,778.0,9700.44,10.64
Netherlands,2004,Barley,59917.005999999994,778.0,10655.4,10.27
Netherlands,2005,Barley,60692.005,778.0,10703.85,10.48
Netherlands,2006,Barley,60216.002,778.0,10461.35,10.97
Netherlands,2007,Barley,57778.0,778.0,12073.15,11.04
Netherlands,2008,Barley,61793.003000000004,778.0,10777.08,10.42
Netherlands,2009,Barley,69648.004,778.0,9857.2,10.33
Netherlands,2010,Barley,61299.0,778.0,9586.03,8.84
Netherlands,2011,Barley,60452.003000000004,778.0,10953.91,10.73
Netherlands,2012,Barley,68996.005,778.0,11348.39,10.08
Netherlands,2013,Barley,70282.006,778.0,10720.17,9.54
New Zealand,1990,Barley,46360.0,1732.0,3490.0,13.64
New Zealand,1991,Barley,45622.99999999999,1732.0,3490.0,12.82
New Zealand,1992,Barley,47312.0,1732.0,3490.0,12.14
New Zealand,1993,Barley,48822.002,1732.0,3489.0,12.35
New Zealand,1994,Barley,51455.0,1732.0,3515.0,12.89
New Zealand,1995,Barley,56958.003000000004,1732.0,3904.0,13.15
New Zealand,1996,Barley,49419.003000000004,1732.0,3499.0,13.07
New Zealand,1997,Barley,53655.005,1732.0,3249.0,12.77
New Zealand,1998,Barley,57725.0,1732.0,3055.16,13.97
New Zealand,1999,Barley,54480.004,1732.0,2535.3,13.87
New Zealand,2000,Barley,55413.003,1732.0,3634.3,13.4
New Zealand,2001,Barley,52000.003000000004,1732.0,3333.2,13.58
New Zealand,2002,Barley,56453.0,1732.0,4170.0,13.28
New Zealand,2004,Barley,46612.005,1732.0,4050.0,12.76
New Zealand,2005,Barley,60617.003,1732.0,4058.0,13.63
New Zealand,2006,Barley,58843.0,1732.0,4388.0,13.04
New Zealand,2007,Barley,69079.003,1732.0,4939.0,13.44
New Zealand,2008,Barley,60611.005000000005,1732.0,5857.0,13.55
New Zealand,2009,Barley,56042.004,1732.0,5086.0,12.84
New Zealand,2010,Barley,58903.003,1732.0,5086.0,13.54
New Zealand,2011,Barley,56724.0,1732.0,5086.0,13.46
New Zealand,2012,Barley,66784.0,1732.0,5086.0,12.89
New Zealand,2013,Barley,67910.004,1732.0,5086.0,13.57
Norway,1990,Barley,41507.006,1414.0,1183.0,4.55
Norway,1991,Barley,36650.002,1414.0,760.0,3.4
Norway,1992,Barley,27738.999999999996,1414.0,767.9,3.83
Norway,1993,Barley,36459.0,1414.0,749.0,2.72
Norway,1994,Barley,29434.001,1414.0,848.0,2.74
Norway,1995,Barley,31242.0,1414.0,913.14,3.08
Norway,1996,Barley,39037.0,1414.0,698.25,1.88
Norway,1997,Barley,37956.002,1414.0,735.43,3.87
Norway,1998,Barley,37076.004,1414.0,934.02,3.06
Norway,1999,Barley,34151.003000000004,1414.0,802.02,3.73
Norway,2000,Barley,35240.002,1414.0,348.24,4.52
Norway,2001,Barley,35267.0,1414.0,512.66,2.68
Norway,2002,Barley,32829.0,1414.0,799.19,3.57
Norway,2004,Barley,42308.0,1414.0,827.45,3.79
Norway,2005,Barley,36087.0,1414.0,518.94,4.26
Norway,2006,Barley,35270.002,1414.0,696.34,4.43
Norway,2007,Barley,34498.003000000004,1414.0,722.07,3.96
Norway,2008,Barley,42969.003,1414.0,800.9,4.16
Norway,2009,Barley,34693.003,1414.0,534.56,3.31
Norway,2010,Barley,37023.003000000004,1414.0,698.98,1.3
Norway,2011,Barley,33425.002,1414.0,823.96,4.14
Norway,2012,Barley,36618.001,1414.0,813.93,3.09
Norway,2013,Barley,32330.0,1414.0,761.97,3.5
Pakistan,1990,Barley,8487.0005,494.0,5299.0,24.81
Pakistan,1991,Barley,9056.0,494.0,5962.0,24.38
Pakistan,1992,Barley,9389.0005,494.0,5518.0,24.31
Pakistan,1993,Barley,9925.000699999999,494.0,4945.0,25.04
Pakistan,1994,Barley,9675.0003,494.0,6183.0,24.78
Pakistan,1995,Barley,9939.0006,494.0,7681.0,24.58
Pakistan,1996,Barley,10163.001,494.0,11955.0,24.43
Pakistan,1997,Barley,9862.0003,494.0,16936.0,23.76
Pakistan,1998,Barley,10701.001,494.0,18406.0,24.91
Pakistan,1999,Barley,10015.0,494.0,20450.0,25.5
Pakistan,2000,Barley,9506.0,494.0,27885.0,25.32
Pakistan,2001,Barley,8752.0003,494.0,11871.0,25.18
Pakistan,2002,Barley,9024.001,494.0,10881.83,25.61
Pakistan,2004,Barley,9606.0,494.0,8903.48,25.55
Pakistan,2005,Barley,9829.001,494.0,7914.31,24.66
Pakistan,2006,Barley,9733.0004,494.0,6925.13,25.17
Pakistan,2007,Barley,9862.0003,494.0,5935.96,25.16
Pakistan,2008,Barley,9594.0006,494.0,4946.79,24.89
Pakistan,2009,Barley,9477.001,494.0,3957.61,25.37
Pakistan,2010,Barley,8490.000399999999,494.0,2968.44,25.48
Pakistan,2011,Barley,9235.0006,494.0,1979.27,24.98
Pakistan,2012,Barley,9100.0,494.0,990.09,24.87
Pakistan,2013,Barley,9207.001,494.0,0.92,25.95
Peru,1990,Barley,9539.001,1738.0,3134.0,16.84
Peru,1991,Barley,10324.001,1738.0,3134.0,17.15
Peru,1992,Barley,8416.0,1738.0,3134.0,17.96
Peru,1993,Barley,11120.001,1738.0,3134.0,17.56
Peru,1994,Barley,11536.0,1738.0,3134.0,17.31
Peru,1995,Barley,11428.001,1738.0,3134.0,17.26
Peru,1996,Barley,11896.0,1738.0,3755.0,16.45
Peru,1997,Barley,10641.0,1738.0,4307.0,18.62
Peru,1998,Barley,11333.001,1738.0,4374.0,18.13
Peru,1999,Barley,11900.0,1738.0,4029.0,16.65
Peru,2000,Barley,11928.002,1738.0,5175.0,17.02
Peru,2001,Barley,11550.001,1738.0,8414.17,16.95
Peru,2002,Barley,12844.001,1738.0,8322.88,17.44
Peru,2004,Barley,12379.001,1738.0,8941.22,17.29
Peru,2005,Barley,12810.999999999998,1738.0,10227.74,17.02
Peru,2006,Barley,12783.002,1738.0,12074.5,17.61
Peru,2007,Barley,12406.0,1738.0,9011.14,16.68
Peru,2008,Barley,12658.001,1738.0,12598.66,17.34
Peru,2009,Barley,13606.0,1738.0,11531.33,17.4
Peru,2010,Barley,14038.001,1738.0,15590.54,16.97
Peru,2011,Barley,13590.001,1738.0,15436.91,17.03
Peru,2012,Barley,14188.000999999998,1738.0,18885.82,17.68
Peru,2013,Barley,14568.001,1738.0,17942.97,17.0
Poland,1990,Barley,35920.002,600.0,5422.0,9.2
Poland,1991,Barley,34404.001000000004,600.0,5422.0,7.9
Poland,1992,Barley,23531.003,600.0,7363.0,8.65
Poland,1993,Barley,27873.0,600.0,8825.0,7.67
Poland,1994,Barley,26026.003,600.0,9330.0,8.78
Poland,1995,Barley,31297.001999999997,600.0,7136.0,8.16
Poland,1996,Barley,30419.002,600.0,9824.0,6.71
Poland,1997,Barley,31128.001,600.0,9501.0,7.81
Poland,1998,Barley,31749.0,600.0,8699.0,8.17
Poland,1999,Barley,30711.002,600.0,8466.0,8.96
Poland,2000,Barley,25396.001,600.0,8848.0,9.56
Poland,2001,Barley,31092.0,600.0,8855.0,8.26
Poland,2002,Barley,32072.0,600.0,10358.0,9.14
Poland,2004,Barley,35218.003000000004,600.0,8726.0,8.33
Poland,2005,Barley,32172.0,600.0,16039.0,8.43
Poland,2006,Barley,25898.001,600.0,17101.0,8.64
Poland,2007,Barley,32523.003,600.0,18721.0,9.32
Poland,2008,Barley,29998.002,600.0,20611.02,9.51
Poland,2009,Barley,34433.002,600.0,18493.03,8.5
Poland,2010,Barley,34997.0,600.0,19449.02,7.67
Poland,2011,Barley,32671.003,600.0,21779.27,8.84
Poland,2012,Barley,36018.002,600.0,21885.99,8.48
Poland,2013,Barley,35776.002,600.0,22204.46,9.32
Portugal,1990,Barley,11771.001,854.0,9357.0,16.55
Portugal,1991,Barley,19080.001,854.0,9357.0,16.09
Portugal,1992,Barley,9452.001,854.0,6117.0,15.95
Portugal,1993,Barley,15979.002,854.0,8985.0,15.33
Portugal,1994,Barley,18021.001,854.0,9580.0,16.12
Portugal,1995,Barley,10427.0,854.0,11815.0,17.23
Portugal,1996,Barley,15371.001,854.0,12457.0,16.12
Portugal,1997,Barley,8784.001,854.0,12750.0,17.1
Portugal,1998,Barley,9993.000600000001,854.0,14389.0,16.4
Portugal,1999,Barley,11890.0,854.0,15411.0,16.09
Portugal,2000,Barley,16702.0,854.0,15470.0,16.23
Portugal,2001,Barley,10704.001,854.0,15503.0,16.2
Portugal,2002,Barley,17867.0,854.0,17452.0,16.19
Portugal,2004,Barley,16509.001,854.0,16942.0,16.31
Portugal,2005,Barley,7651.0,854.0,16353.0,16.43
Portugal,2006,Barley,23903.002999999997,854.0,15702.0,16.84
Portugal,2007,Barley,19940.001,854.0,16682.39,16.11
Portugal,2008,Barley,23170.001999999997,854.0,17080.26,16.12
Portugal,2009,Barley,17817.0,854.0,13984.91,16.84
Portugal,2010,Barley,15140.0,854.0,13774.18,16.5
Portugal,2011,Barley,12629.999999999998,854.0,14024.98,16.91
Portugal,2012,Barley,11531.0,854.0,12444.24,16.24
Portugal,2013,Barley,17924.001,854.0,10126.8,16.77
Qatar,1990,Barley,29987.001,74.0,3.0,27.38
Qatar,1991,Barley,27378.001,74.0,3.0,26.77
Qatar,1992,Barley,29991.002,74.0,3.0,26.22
Qatar,1993,Barley,30000.002,74.0,3.0,27.1
Qatar,1994,Barley,30000.002,74.0,3.0,27.59
Qatar,1995,Barley,29992.0,74.0,4.0,27.16
Qatar,1996,Barley,30007.0,74.0,6.0,27.66
Qatar,1997,Barley,30000.002,74.0,21.5,27.23
Qatar,1998,Barley,30076.003,74.0,37.0,28.48
Qatar,1999,Barley,29993.002,74.0,52.5,28.62
Qatar,2000,Barley,29993.002,74.0,68.0,28.06
Qatar,2001,Barley,29969.0,74.0,68.0,28.36
Qatar,2002,Barley,30000.002,74.0,68.0,28.25
Qatar,2004,Barley,30010.002,74.0,68.0,28.2
Qatar,2005,Barley,30018.003,74.0,68.0,28.09
Qatar,2006,Barley,30000.002,74.0,68.0,28.12
Qatar,2007,Barley,30000.002,74.0,68.0,28.23
Qatar,2008,Barley,30000.002,74.0,68.0,27.92
Qatar,2009,Barley,30041.003,74.0,68.0,28.17
Qatar,2010,Barley,30042.0,74.0,68.0,28.93
Qatar,2011,Barley,30056.002,74.0,68.0,28.23
Qatar,2012,Barley,30000.002,74.0,68.0,28.54
Qatar,2013,Barley,30050.0,74.0,68.0,28.68
Romania,1990,Barley,35775.0,637.0,25255.0,12.26
Romania,1991,Barley,28993.000000000004,637.0,19898.0,10.55
Romania,1992,Barley,26703.001999999997,637.0,15134.0,11.55
Romania,1993,Barley,24373.999999999996,637.0,24252.0,10.78
Romania,1994,Barley,27178.000999999997,637.0,21811.0,12.7
Romania,1995,Barley,31222.0,637.0,20113.0,11.21
Romania,1996,Barley,21491.003,637.0,17425.0,10.71
Romania,1997,Barley,30467.0,637.0,15349.0,10.46
